INSTRUMENT,SYMBOL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,_c15,EXPIRY_DT,CLOSE_prev,OPEN_INT_prev
FUTSTK,LTTS,0.0,XX,3772.55,3785.5,3721.0,3729.2,3729.2,1973,14769.32,1159200,-49200,03-MAY-2023,,25-05-2023,3788.85,1208400
FUTSTK,LUPIN,0.0,XX,709.9,717.45,707.7,712.95,712.95,841,5093.95,6394550,-39100,03-MAY-2023,,25-05-2023,712.85,6433650
FUTSTK,M&M,0.0,XX,1243.25,1247.75,1237.65,1241.4,1241.4,2306,20032.93,12914300,43400,03-MAY-2023,,25-05-2023,1244.45,12870900
FUTSTK,M&MFIN,0.0,XX,265.85,273.65,262.7,273.05,273.05,4035,43581.84,24128000,192000,03-MAY-2023,,25-05-2023,268.05,23936000
FUTSTK,MANAPPURAM,0.0,XX,129.7,130.0,112.1,114.4,114.4,20192,144520.47,54354000,14898000,03-MAY-2023,,25-05-2023,130.35,39456000
FUTSTK,MARICO,0.0,XX,501.6,506.7,499.5,504.3,504.3,864,5222.51,9627600,-177600,03-MAY-2023,,25-05-2023,501.85,9805200
FUTSTK,MARUTI,0.0,XX,8811.05,8864.0,8766.85,8840.2,8840.2,5188,45831.14,2216600,-57300,03-MAY-2023,,25-05-2023,8831.3,2273900
FUTSTK,MCDOWELL-N,0.0,XX,780.45,800.8,780.45,789.75,789.75,4522,22410.0,12437500,127500,03-MAY-2023,,25-05-2023,782.9,12310000
FUTSTK,MCX,0.0,XX,1397.0,1409.0,1375.8,1380.85,1380.85,1156,6430.5,1245200,84400,03-MAY-2023,,25-05-2023,1404.95,1160800
FUTSTK,METROPOLIS,0.0,XX,1272.0,1283.4,1243.2,1248.3,1248.3,755,3801.38,1345600,44000,03-MAY-2023,,25-05-2023,1272.45,1301600
FUTSTK,MFSL,0.0,XX,652.55,657.4,638.55,640.95,640.95,1446,6075.64,3879200,-72150,03-MAY-2023,,25-05-2023,651.0,3951350
FUTSTK,MGL,0.0,XX,1008.8,1017.1,1006.0,1008.2,1008.2,546,4412.85,1744800,-31200,03-MAY-2023,,25-05-2023,1009.45,1776000
FUTSTK,MOTHERSON,0.0,XX,75.2,75.85,74.75,75.0,75.0,1132,5744.96,54749250,-2369250,03-MAY-2023,,25-05-2023,75.55,57118500
FUTSTK,MPHASIS,0.0,XX,1830.1,1868.0,1822.95,1863.9,1863.9,1845,9386.9,2393600,-46200,03-MAY-2023,,25-05-2023,1865.8,2439800
FUTSTK,MRF,0.0,XX,89585.1,94989.0,88615.0,94144.25,94144.25,9130,84662.4,51750,10690,03-MAY-2023,,25-05-2023,89008.8,41060
FUTSTK,MUTHOOTFIN,0.0,XX,1029.3,1029.3,1013.7,1021.65,1021.65,1997,11209.94,7263850,13750,03-MAY-2023,,25-05-2023,1030.65,7250100
FUTSTK,NATIONALUM,0.0,XX,83.4,83.55,82.2,82.7,82.7,1160,7186.68,49552500,577500,03-MAY-2023,,25-05-2023,83.65,48975000
FUTSTK,NAUKRI,0.0,XX,3805.0,3820.0,3776.9,3798.95,3798.95,1206,5731.55,1381500,8000,03-MAY-2023,,25-05-2023,3813.3,1373500
FUTSTK,NAVINFLUOR,0.0,XX,4776.65,4823.95,4760.25,4807.5,4807.5,687,4949.99,491400,-3000,03-MAY-2023,,25-05-2023,4802.05,494400
FUTSTK,NESTLEIND,0.0,XX,21752.8,22020.0,21730.45,21940.6,21940.6,1408,12349.83,388800,4680,03-MAY-2023,,25-05-2023,21844.65,384120
FUTSTK,NMDC,0.0,XX,110.35,110.95,109.6,110.7,110.7,1716,8525.04,45684000,1098000,03-MAY-2023,,25-05-2023,110.6,44586000
FUTSTK,NTPC,0.0,XX,176.4,179.2,176.3,177.1,177.1,3282,33201.11,73250700,-706800,03-MAY-2023,,25-05-2023,176.8,73957500
FUTSTK,OBEROIRLTY,0.0,XX,924.0,937.1,915.75,929.8,929.8,958,6228.06,6684300,-28700,03-MAY-2023,,25-05-2023,921.85,6713000
FUTSTK,OFSS,0.0,XX,3630.0,3674.0,3622.95,3652.1,3652.1,502,3663.67,233400,-21000,03-MAY-2023,,25-05-2023,3649.15,254400
