INSTRUMENT,SYMBOL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,_c15,EXPIRY_DT,CLOSE_prev,OPEN_INT_prev,CHANGE_IN_LTP,CHANGE_IN_OI
FUTSTK,MPHASIS,0.0,XX,1830.1,1868.0,1822.95,1863.9,1863.9,1845,9386.9,2393600,-46200,03-MAY-2023,,25-05-2023,1865.8,2439800,-0.1018342997287341,-1.8935978358881875
FUTSTK,MRF,0.0,XX,89585.1,94989.0,88615.0,94144.25,94144.25,9130,84662.4,51750,10690,03-MAY-2023,,25-05-2023,89008.8,41060,5.769601775667187,26.035070628348755
FUTSTK,MUTHOOTFIN,0.0,XX,1029.3,1029.3,1013.7,1021.65,1021.65,1997,11209.94,7263850,13750,03-MAY-2023,,25-05-2023,1030.65,7250100,-0.8732353162380811,0.18965255651646185
FUTSTK,NATIONALUM,0.0,XX,83.4,83.55,82.2,82.7,82.7,1160,7186.68,49552500,577500,03-MAY-2023,,25-05-2023,83.65,48975000,-1.1356898509354059,1.1791730474732005
FUTSTK,NAUKRI,0.0,XX,3805.0,3820.0,3776.9,3798.95,3798.95,1206,5731.55,1381500,8000,03-MAY-2023,,25-05-2023,3813.3,1373500,-0.3763170343928211,0.5824535857298871
FUTSTK,NAVINFLUOR,0.0,XX,4776.65,4823.95,4760.25,4807.5,4807.5,687,4949.99,491400,-3000,03-MAY-2023,,25-05-2023,4802.05,494400,0.11349726750396916,-0.6067961165048543
FUTSTK,NESTLEIND,0.0,XX,21752.8,22020.0,21730.45,21940.6,21940.6,1408,12349.83,388800,4680,03-MAY-2023,,25-05-2023,21844.65,384120,0.43923439851057644,1.218369259606373
FUTSTK,NMDC,0.0,XX,110.35,110.95,109.6,110.7,110.7,1716,8525.04,45684000,1098000,03-MAY-2023,,25-05-2023,110.6,44586000,0.0904145348107686,2.4626564392410173
FUTSTK,NTPC,0.0,XX,176.4,179.2,176.3,177.1,177.1,3282,33201.11,73250700,-706800,03-MAY-2023,,25-05-2023,176.8,73957500,0.1696849810969671,-0.9556840077071291
FUTSTK,OBEROIRLTY,0.0,XX,924.0,937.1,915.75,929.8,929.8,958,6228.06,6684300,-28700,03-MAY-2023,,25-05-2023,921.85,6713000,0.8623976154013715,-0.42752867570385816
FUTSTK,OFSS,0.0,XX,3630.0,3674.0,3622.95,3652.1,3652.1,502,3663.67,233400,-21000,03-MAY-2023,,25-05-2023,3649.15,254400,0.08084609817221182,-8.254716981132075
FUTSTK,ONGC,0.0,XX,164.35,164.35,161.5,161.9,161.9,3729,23360.85,56260050,334950,03-MAY-2023,,25-05-2023,165.4,55925100,-2.116082302996018,0.5989260636100785
FUTSTK,PAGEIND,0.0,XX,40250.0,40904.0,39711.35,40711.25,40711.25,1623,9895.3,118770,-3675,03-MAY-2023,,25-05-2023,40308.2,122445,0.9999225692586001,-3.0013475437951733
FUTSTK,PEL,0.0,XX,742.9,755.0,741.05,747.45,747.45,2066,8492.44,8734000,105600,03-MAY-2023,,25-05-2023,747.15,8628400,0.04015094467861517,1.2238653748087711
FUTSTK,PERSISTENT,0.0,XX,4720.2,4737.55,4665.05,4686.15,4686.15,1900,15617.9,1113350,10850,03-MAY-2023,,25-05-2023,4730.85,1102500,-0.9448660259737526,0.9841269841269842
FUTSTK,PETRONET,0.0,XX,238.65,243.6,236.55,237.5,237.5,1831,13159.71,14073000,246000,03-MAY-2023,,25-05-2023,238.65,13827000,-0.4818746808697555,1.7791277934476026
FUTSTK,PFC,0.0,XX,173.95,176.2,171.15,171.55,171.55,3792,40782.99,64728000,2969800,03-MAY-2023,,25-05-2023,174.8,61758200,-1.8592677020936228,4.808754141150487
FUTSTK,PIDILITIND,0.0,XX,2431.3,2483.75,2426.95,2474.5,2474.5,2642,16282.11,2689250,-92750,03-MAY-2023,,25-05-2023,2431.9,2782000,1.7517208506482542,-3.3339324227174694
FUTSTK,PIIND,0.0,XX,3414.9,3447.3,3392.65,3438.75,3438.75,1077,9218.74,2225750,-30250,03-MAY-2023,,25-05-2023,3416.6,2256000,0.6483024559691545,-1.3408687943262412
FUTSTK,PNB,0.0,XX,52.5,53.25,52.25,52.95,52.95,3268,27643.39,222208000,-1248000,03-MAY-2023,,25-05-2023,53.05,223456000,-0.18849854016818754,-0.5584992123729056
FUTSTK,POLYCAB,0.0,XX,3236.4,3306.0,3236.35,3286.55,3286.55,1914,18839.58,1302600,100200,03-MAY-2023,,25-05-2023,3257.65,1202400,0.8871470953211544,8.333333333333332
FUTSTK,POWERGRID,0.0,XX,240.1,242.9,239.8,240.6,240.6,1520,9903.31,27499500,-18900,03-MAY-2023,,25-05-2023,241.3,27518400,-0.2900940486486613,-0.06868131868131869
FUTSTK,PVR,0.0,XX,1495.95,1503.5,1478.3,1490.0,1490.0,1986,12036.42,3100933,129426,03-MAY-2023,,25-05-2023,1490.3,2971507,-0.02013345086856428,4.355567730447884
FUTSTK,RAIN,0.0,XX,164.25,164.65,161.45,162.75,162.75,335,1910.29,11144000,-80500,03-MAY-2023,,25-05-2023,164.6,11224500,-1.1239404829378747,-0.7171811661989398
FUTSTK,RAMCOCEM,0.0,XX,742.1,754.95,741.0,748.6,748.6,1020,6501.83,3666900,87550,03-MAY-2023,,25-05-2023,744.5,3579350,0.5507018919996642,2.445974827831869
FUTSTK,RBLBANK,0.0,XX,154.15,157.85,152.7,155.9,155.9,2754,21476.2,38245000,-155000,03-MAY-2023,,25-05-2023,155.5,38400000,0.2572308015976688,-0.40364583333333337
FUTSTK,RECLTD,0.0,XX,137.75,139.1,136.25,136.8,136.8,2660,29278.79,57360000,-1024000,03-MAY-2023,,25-05-2023,137.4,58384000,-0.43667457887850336,-1.7539051795012335
FUTSTK,RELIANCE,0.0,XX,2448.15,2451.2,2422.25,2428.65,2428.65,16003,97224.47,32082500,7750,03-MAY-2023,,25-05-2023,2450.05,32074750,-0.8734575236375611,0.024162308357820402
FUTSTK,SAIL,0.0,XX,85.05,85.9,84.4,85.45,85.45,2858,19464.7,99504000,-2504000,03-MAY-2023,,25-05-2023,85.15,102008000,0.35231405400751076,-2.454709434554153
FUTSTK,SBICARD,0.0,XX,774.2,789.5,770.5,784.3,784.3,2130,13321.46,8129600,29600,03-MAY-2023,,25-05-2023,781.9,8100000,0.306939928887293,0.3654320987654321
FUTSTK,SBILIFE,0.0,XX,1143.3,1155.0,1140.8,1142.95,1142.95,880,7559.87,7344000,-72000,03-MAY-2023,,25-05-2023,1157.05,7416000,-1.2186246973958264,-0.9708737864077669
FUTSTK,SBIN,0.0,XX,573.8,575.6,570.15,571.2,571.2,9798,84148.4,55017000,1071000,03-MAY-2023,,25-05-2023,575.65,53946000,-0.7730412608877744,1.9853186519853188
FUTSTK,SHREECEM,0.0,XX,24024.0,24417.8,24024.0,24366.8,24366.8,1613,9792.63,321025,-4650,03-MAY-2023,,25-05-2023,24268.2,325675,0.40629946050475324,-1.42780379212405
FUTSTK,SHRIRAMFIN,0.0,XX,1325.0,1340.7,1321.3,1324.15,1324.15,1290,10279.95,4663200,4200,03-MAY-2023,,25-05-2023,1331.85,4659000,-0.5781395287023573,0.09014810045074051
FUTSTK,SIEMENS,0.0,XX,3501.25,3559.0,3484.25,3553.3,3553.3,1827,17754.07,1750925,43725,03-MAY-2023,,25-05-2023,3514.3,1707200,1.1097515709566377,2.5612113402061856
FUTSTK,SRF,0.0,XX,2551.2,2586.0,2550.0,2580.25,2580.25,1098,10580.91,2527125,-55500,03-MAY-2023,,25-05-2023,2564.35,2582625,0.6200363342853263,-2.148976332220125
FUTSTK,SUNPHARMA,0.0,XX,975.95,977.75,965.9,969.15,969.15,3541,24061.25,20961500,240100,03-MAY-2023,,25-05-2023,978.35,20721400,-0.9403537999134834,1.1587054928721032
FUTSTK,SUNTV,0.0,XX,436.35,445.05,434.65,436.7,436.7,1000,6590.88,7738500,196500,03-MAY-2023,,25-05-2023,437.75,7542000,-0.2398601468803541,2.605409705648369
FUTSTK,SYNGENE,0.0,XX,694.55,710.25,691.35,694.0,694.0,1455,10163.92,2853000,108000,03-MAY-2023,,25-05-2023,697.8,2745000,-0.5445669044775296,3.934426229508197
FUTSTK,TATACHEM,0.0,XX,977.9,1003.6,976.2,998.75,998.75,4775,23658.12,4330500,-49500,03-MAY-2023,,25-05-2023,978.45,4380000,2.0747087270385207,-1.13013698630137
FUTSTK,TATACOMM,0.0,XX,1261.35,1261.35,1242.55,1246.7,1246.7,673,4205.23,2006000,-12500,03-MAY-2023,,25-05-2023,1262.55,2018500,-1.2554035121983291,-0.619271736437949
FUTSTK,TATACONSUM,0.0,XX,772.0,782.45,770.0,777.9,777.9,1920,13436.05,10023300,225900,03-MAY-2023,,25-05-2023,775.7,9797400,0.2836163687521092,2.30571376079368
FUTSTK,TATAMOTORS,0.0,XX,481.95,488.65,480.2,486.75,486.75,6849,47279.29,55257225,-540075,03-MAY-2023,,25-05-2023,482.95,55797300,0.7868283873942153,-0.9679231790785576
FUTSTK,TATAPOWER,0.0,XX,202.25,205.45,201.5,204.55,204.55,4517,31105.99,85785750,-735750,03-MAY-2023,,25-05-2023,202.85,86521500,0.838056148430515,-0.8503666718676861
FUTSTK,TATASTEEL,0.0,XX,110.45,111.6,109.4,110.35,110.35,11810,71687.05,193088500,-852500,03-MAY-2023,,25-05-2023,111.05,193941000,-0.6303507954974688,-0.43956667233849467
FUTSTK,TCS,0.0,XX,3225.05,3228.55,3194.0,3200.3,3200.3,11692,65587.87,8752975,371525,03-MAY-2023,,25-05-2023,3237.95,8381450,-1.1627697435571478,4.432705558107488
FUTSTK,TECHM,0.0,XX,1050.05,1057.6,1044.45,1046.35,1046.35,4054,25539.69,9471600,53400,03-MAY-2023,,25-05-2023,1058.1,9418200,-1.1104810765630417,0.5669873224182964
FUTSTK,TITAN,0.0,XX,2680.0,2693.8,2653.0,2667.0,2667.0,5184,51931.67,4789500,-79500,03-MAY-2023,,25-05-2023,2681.5,4869000,-0.5407421219466716,-1.6327788046826865
FUTSTK,TORNTPHARM,0.0,XX,1662.7,1686.25,1657.0,1664.55,1664.55,734,6133.19,1469000,-74000,03-MAY-2023,,25-05-2023,1663.4,1543000,0.06913697229670292,-4.795852235904083
FUTSTK,TRENT,0.0,XX,1407.2,1415.7,1383.15,1393.25,1393.25,1581,8834.79,3635600,92000,03-MAY-2023,,25-05-2023,1411.3,3543600,-1.2789660740898354,2.5962298227790948
FUTSTK,TVSMOTOR,0.0,XX,1157.0,1167.95,1145.4,1157.9,1157.9,2101,16952.79,7256900,52500,03-MAY-2023,,25-05-2023,1161.45,7204400,-0.30564612398758206,0.7287213369607461
FUTSTK,UBL,0.0,XX,1437.55,1461.5,1431.1,1437.95,1437.95,2154,12440.63,1917600,282000,03-MAY-2023,,25-05-2023,1443.65,1635600,-0.394837609239885,17.24137931034483
FUTSTK,ULTRACEMCO,0.0,XX,7511.55,7591.85,7470.15,7556.35,7556.35,5635,42531.01,1765400,-38800,03-MAY-2023,,25-05-2023,7505.55,1804200,0.6768363982745581,-2.1505376344086025
FUTSTK,UPL,0.0,XX,757.8,759.8,742.55,744.2,744.2,2117,20603.83,14359800,62400,03-MAY-2023,,25-05-2023,757.45,14297400,-1.7492903540119584,0.436442989634479
FUTSTK,VEDL,0.0,XX,281.5,282.0,276.65,278.65,278.65,3961,22050.7,33420000,1626000,03-MAY-2023,,25-05-2023,282.9,31794000,-1.5022976640837655,5.114172485374599
FUTSTK,VOLTAS,0.0,XX,805.45,819.65,800.75,811.65,811.65,5244,25621.07,7204800,-743400,03-MAY-2023,,25-05-2023,806.8,7948200,0.6011448555373934,-9.35306107043104
FUTSTK,WHIRLPOOL,0.0,XX,1326.85,1340.0,1317.35,1338.1,1338.1,797,3718.92,706300,-52850,03-MAY-2023,,25-05-2023,1322.4,759150,1.1872316153980287,-6.961733517750115
FUTSTK,WIPRO,0.0,XX,385.15,389.55,383.45,386.7,386.7,2802,16288.29,25087500,33000,03-MAY-2023,,25-05-2023,390.7,25054500,-1.023803397753775,0.13171286595222417
FUTSTK,ZEEL,0.0,XX,196.55,198.75,195.6,197.15,197.15,2920,17268.57,84954000,1107000,03-MAY-2023,,25-05-2023,197.75,83847000,-0.30341648723925413,1.3202619056137965
FUTSTK,ZYDUSLIFE,0.0,XX,517.5,524.95,516.15,522.75,522.75,607,5700.55,6577200,88200,03-MAY-2023,,25-05-2023,519.7,6489000,0.5868746818027274,1.3592233009708738
